Relative Path,Original Size,Scale,Has Alpha,File Type,ICC Profile,Lossless Size,Lossless No Alpha Size,lossy_q75_m0_a100,lossy_q75_m0_a80,lossy_q75_m0_no_alpha,lossy_q75_m4_a100,lossy_q75_m4_a80,lossy_q75_m4_no_alpha,lossy_q75_m6_a100,lossy_q75_m6_a80,lossy_q75_m6_no_alpha,lossy_q50_m0_a100,lossy_q50_m0_a80,lossy_q50_m0_no_alpha,lossy_q50_m4_a100,lossy_q50_m4_a80,lossy_q50_m4_no_alpha,lossy_q50_m6_a100,lossy_q50_m6_a80,lossy_q50_m6_no_alpha,lossy_q25_m0_a100,lossy_q25_m0_a80,lossy_q25_m0_no_alpha,lossy_q25_m4_a100,lossy_q25_m4_a80,lossy_q25_m4_no_alpha,lossy_q25_m6_a100,lossy_q25_m6_a80,lossy_q25_m6_no_alpha
images/news/20230225-2023.png,130450,700x343,False,PNG,Unknown,303906,N/A,N/A,N/A,50106,N/A,N/A,46792,N/A,N/A,42590,N/A,N/A,34246,N/A,N/A,31428,N/A,N/A,28124,N/A,N/A,20808,N/A,N/A,18612,N/A,N/A,16968
images/news/20180102-winmacos.png,108032,1200x600,False,PNG,None,106220,N/A,N/A,N/A,38696,N/A,N/A,25920,N/A,N/A,25432,N/A,N/A,31202,N/A,N/A,20950,N/A,N/A,20474,N/A,N/A,24940,N/A,N/A,15690,N/A,N/A,15088
images/news/20221203-td.png,1282483,800x618,True,PNG,Unknown,931180,931180,112466,112466,112466,105160,105160,105160,99642,99642,99642,78078,78078,78078,75176,75176,75176,69688,69688,69688,51304,51304,51304,46274,46274,46274,42488,42488,42488
images/news/20170110-stats-mod-popularity.png,9565,599x300,False,PNG,None,4820,N/A,N/A,N/A,8676,N/A,N/A,6252,N/A,N/A,6174,N/A,N/A,7828,N/A,N/A,5342,N/A,N/A,5248,N/A,N/A,5954,N/A,N/A,4188,N/A,N/A,4078
images/news/20131223-assetbrowser.png,80662,600x300,False,PNG,None,68178,N/A,N/A,N/A,12494,N/A,N/A,9764,N/A,N/A,9364,N/A,N/A,10270,N/A,N/A,7730,N/A,N/A,7500,N/A,N/A,8012,N/A,N/A,5740,N/A,N/A,5500
images/news/20200303-introduction.png,206188,1300x900,False,PNG,None,136416,N/A,N/A,N/A,106044,N/A,N/A,94510,N/A,N/A,92188,N/A,N/A,87618,N/A,N/A,73618,N/A,N/A,71600,N/A,N/A,67404,N/A,N/A,51324,N/A,N/A,49630
images/news/20150408-d2k-serverbrowser.png,33745,600x300,False,PNG,None,20532,N/A,N/A,N/A,18850,N/A,N/A,16480,N/A,N/A,15830,N/A,N/A,16330,N/A,N/A,13240,N/A,N/A,12772,N/A,N/A,13388,N/A,N/A,9656,N/A,N/A,9254
images/news/20141020-replays.png,32033,600x350,True,PNG,None,28886,28886,36216,36216,36216,29616,29616,29616,28048,28048,28048,28162,28162,28162,22638,22638,22638,21016,21016,21016,20746,20746,20746,15410,15410,15410,14348,14348,14348
images/news/20170722-td-buildinghitshapes.png,64574,600x300,True,PNG,None,58458,58458,54614,54614,54614,51892,51892,51892,50874,50874,50874,41004,41004,41004,38784,38784,38784,37012,37012,37012,27316,27316,27316,23476,23476,23476,20508,20508,20508
images/news/20150524-cnc-nod06a.png,135720,600x300,False,PNG,None,122450,N/A,N/A,N/A,43490,N/A,N/A,36296,N/A,N/A,34596,N/A,N/A,36010,N/A,N/A,27868,N/A,N/A,25508,N/A,N/A,27332,N/A,N/A,17780,N/A,N/A,15584
images/news/20180610-tibsun.png,128054,1200x600,True,PNG,None,106760,106760,188836,188836,188836,172496,172496,172496,165262,165262,165262,142532,142532,142532,128906,128906,128906,120770,120770,120770,97588,97588,97588,82580,82580,82580,74988,74988,74988
images/news/20180923-colorpicker.png,107013,1200x600,False,PNG,None,61860,N/A,N/A,N/A,56370,N/A,N/A,45500,N/A,N/A,43806,N/A,N/A,45500,N/A,N/A,34304,N/A,N/A,32018,N/A,N/A,33192,N/A,N/A,23558,N/A,N/A,22362
images/news/20140207-players.png,15811,881x313,True,PNG,None,7190,6646,41802,41662,32900,34570,34482,29120,32962,33078,27680,31258,31118,22610,26324,26236,20852,21720,21836,16436,24268,24128,15724,18122,18034,12620,16816,16932,11582
images/news/20151129-editor-actor-remap.png,51950,600x300,False,PNG,None,37108,N/A,N/A,N/A,34222,N/A,N/A,28384,N/A,N/A,27336,N/A,N/A,26348,N/A,N/A,20918,N/A,N/A,18746,N/A,N/A,18238,N/A,N/A,12390,N/A,N/A,10826
images/news/20161015-ra-contentinstaller.png,39849,600x300,False,PNG,None,37646,N/A,N/A,N/A,23176,N/A,N/A,18980,N/A,N/A,18596,N/A,N/A,19882,N/A,N/A,15710,N/A,N/A,15374,N/A,N/A,15986,N/A,N/A,12078,N/A,N/A,11740
images/news/20160821-sneakpeek-nod-campaign.png,101457,600x300,False,PNG,None,88882,N/A,N/A,N/A,24348,N/A,N/A,20236,N/A,N/A,19904,N/A,N/A,21574,N/A,N/A,17158,N/A,N/A,16896,N/A,N/A,17466,N/A,N/A,13490,N/A,N/A,13100
images/news/20160821-sneakpeek-mp-missions.png,16404,600x300,False,PNG,None,10860,N/A,N/A,N/A,19228,N/A,N/A,14606,N/A,N/A,13932,N/A,N/A,14794,N/A,N/A,11146,N/A,N/A,10358,N/A,N/A,10742,N/A,N/A,7920,N/A,N/A,7118
images/news/20130514-conyard-radius.png,298985,560x330,False,PNG,Unknown,75712,N/A,N/A,N/A,62260,N/A,N/A,60474,N/A,N/A,59044,N/A,N/A,48192,N/A,N/A,46262,N/A,N/A,43972,N/A,N/A,34072,N/A,N/A,30476,N/A,N/A,27558
images/news/20190106-dog-attack.gif,1355367,600x300,True,GIF,None,94540,94540,32712,32712,32712,31384,31384,31384,29362,29362,29362,23764,23764,23764,23086,23086,23086,21428,21428,21428,16166,16166,16166,15106,15106,15106,14266,14266,14266
images/news/20150424-ra-country-dropdown.png,19555,600x300,False,PNG,None,10802,N/A,N/A,N/A,19554,N/A,N/A,15200,N/A,N/A,14802,N/A,N/A,17118,N/A,N/A,12634,N/A,N/A,12246,N/A,N/A,13756,N/A,N/A,9794,N/A,N/A,9328
images/news/20190825-waypoint.png,110481,1200x600,False,PNG,None,74422,N/A,N/A,N/A,134400,N/A,N/A,130354,N/A,N/A,122782,N/A,N/A,91938,N/A,N/A,88422,N/A,N/A,82102,N/A,N/A,60528,N/A,N/A,57134,N/A,N/A,53984
images/news/20221203-dune.png,1584082,800x759,True,PNG,Unknown,1100788,1100788,127946,127946,127946,121368,121368,121368,113940,113940,113940,89782,89782,89782,83524,83524,83524,77540,77540,77540,57128,57128,57128,48186,48186,48186,45066,45066,45066
images/news/20150329-d2k-sidebar.png,222303,600x600,False,PNG,None,145088,N/A,N/A,N/A,114266,N/A,N/A,104336,N/A,N/A,101134,N/A,N/A,88524,N/A,N/A,78280,N/A,N/A,74310,N/A,N/A,61642,N/A,N/A,48960,N/A,N/A,44010
images/news/20150628-ra-soviet05-screenshot-showcase.png,75042,600x300,False,PNG,None,52974,N/A,N/A,N/A,35120,N/A,N/A,30904,N/A,N/A,29246,N/A,N/A,26064,N/A,N/A,22160,N/A,N/A,19944,N/A,N/A,16676,N/A,N/A,11968,N/A,N/A,9948
images/news/20150329-ts-snow-preview.png,104960,600x450,True,PNG,None,94674,94674,88414,88414,88414,79782,79782,79782,76446,76446,76446,67332,67332,67332,60832,60832,60832,56864,56864,56864,47888,47888,47888,39442,39442,39442,36194,36194,36194
images/news/20160904-cnc-burningtrees.png,47637,600x300,True,PNG,None,44878,44878,38536,38536,38536,38104,38104,38104,36396,36396,36396,26680,26680,26680,26208,26208,26208,23942,23942,23942,14980,14980,14980,13736,13736,13736,10974,10974,10974
images/news/20141020-monstertanks.png,28890,600x300,True,PNG,None,26670,26670,19470,19470,19470,14798,14798,14798,13430,13430,13430,14342,14342,14342,10500,10500,10500,9322,9322,9322,9584,9584,9584,6512,6512,6512,5888,5888,5888
images/news/20181215-kknd-alpha.png,75418,600x300,True,PNG,None,61936,61936,64462,64462,64462,62674,62674,62674,61716,61716,61716,51146,51146,51146,49048,49048,49048,46886,46886,46886,35506,35506,35506,32866,32866,32866,30166,30166,30166
images/news/20140709-tibsun.png,54066,600x300,True,PNG,None,51522,51522,48470,48470,48470,46164,46164,46164,43692,43692,43692,35248,35248,35248,33066,33066,33066,30288,30288,30288,22056,22056,22056,19752,19752,19752,17236,17236,17236
images/news/20190106-missions-2x.png,186040,1200x600,False,PNG,None,164846,N/A,N/A,N/A,80064,N/A,N/A,70580,N/A,N/A,67104,N/A,N/A,66120,N/A,N/A,53798,N/A,N/A,50800,N/A,N/A,50838,N/A,N/A,37018,N/A,N/A,35016
images/news/20131209-d2-asset-browser.png,77548,600x431,True,PNG,None,77492,77492,34414,34414,34414,28546,28546,28546,27022,27022,27022,26726,26726,26726,20874,20874,20874,19684,19684,19684,17292,17292,17292,12920,12920,12920,12084,12084,12084
images/news/20160821-sneakpeek-content-installer.png,39728,600x300,False,PNG,None,37268,N/A,N/A,N/A,23368,N/A,N/A,18972,N/A,N/A,18638,N/A,N/A,19928,N/A,N/A,15860,N/A,N/A,15394,N/A,N/A,15832,N/A,N/A,12074,N/A,N/A,11772
images/news/20200303-specarmy.png,88431,1200x600,False,PNG,None,56146,N/A,N/A,N/A,58226,N/A,N/A,48256,N/A,N/A,47584,N/A,N/A,47302,N/A,N/A,39086,N/A,N/A,38278,N/A,N/A,37592,N/A,N/A,29328,N/A,N/A,28414
images/news/20161223-new-logo-facebook.png,246666,700x350,False,PNG,None,222416,N/A,N/A,N/A,44852,N/A,N/A,36798,N/A,N/A,35010,N/A,N/A,35818,N/A,N/A,28168,N/A,N/A,26122,N/A,N/A,25444,N/A,N/A,17958,N/A,N/A,16430
images/news/20180825-badges-lowdpi.png,49682,600x300,False,PNG,None,43000,N/A,N/A,N/A,26786,N/A,N/A,21682,N/A,N/A,21180,N/A,N/A,23170,N/A,N/A,17692,N/A,N/A,17280,N/A,N/A,18490,N/A,N/A,13348,N/A,N/A,12818
images/news/20170421-ra-gapgen.png,54168,599x300,False,PNG,None,41806,N/A,N/A,N/A,22564,N/A,N/A,16574,N/A,N/A,15182,N/A,N/A,18110,N/A,N/A,12002,N/A,N/A,10632,N/A,N/A,12620,N/A,N/A,7582,N/A,N/A,6664
images/news/20170110-stats-languages.png,18211,599x300,False,PNG,None,13324,N/A,N/A,N/A,11714,N/A,N/A,8454,N/A,N/A,8256,N/A,N/A,10620,N/A,N/A,6974,N/A,N/A,6730,N/A,N/A,7954,N/A,N/A,5080,N/A,N/A,4750
images/news/20200426-glprofile.png,79865,1300x850,True,PNG,None,52158,52158,96780,96780,96780,80814,80814,80814,77706,77706,77706,78384,78384,78384,61824,61824,61824,59132,59132,59132,59396,59396,59396,41954,41954,41954,40256,40256,40256
images/news/20131130-allies02.png,62206,600x300,True,PNG,None,56830,56830,39624,39624,39624,32640,32640,32640,30694,30694,30694,31366,31366,31366,24962,24962,24962,23174,23174,23174,22546,22546,22546,16586,16586,16586,15132,15132,15132
images/news/20241116-map-editor.webp,1293726,1275x939,False,WEBP,Unknown,1292560,N/A,N/A,N/A,177504,N/A,N/A,156028,N/A,N/A,144070,N/A,N/A,113028,N/A,N/A,98370,N/A,N/A,83220,N/A,N/A,62334,N/A,N/A,48590,N/A,N/A,40566
images/news/20150405-ra-random-lobby.png,17364,600x300,False,PNG,None,7862,N/A,N/A,N/A,20594,N/A,N/A,15164,N/A,N/A,14728,N/A,N/A,17630,N/A,N/A,12470,N/A,N/A,12008,N/A,N/A,13992,N/A,N/A,9630,N/A,N/A,9210
images/news/20151031-td.gif,2532196,600x300,True,GIF,None,49318,49318,7656,7656,7656,6848,6848,6848,6102,6102,6102,4326,4326,4326,3790,3790,3790,3430,3430,3430,2372,2372,2372,1914,1914,1914,1788,1788,1788
images/news/20141012-connection.png,78378,600x300,True,PNG,None,68162,68162,47746,47746,47746,42118,42118,42118,40310,40310,40310,36390,36390,36390,31906,31906,31906,29428,29428,29428,25158,25158,25158,19698,19698,19698,17462,17462,17462
images/news/20180102-airstrike.png,68889,600x300,True,PNG,None,60822,60822,41040,41040,41040,37956,37956,37956,36268,36268,36268,29982,29982,29982,26430,26430,26430,24044,24044,24044,18066,18066,18066,13796,13796,13796,10914,10914,10914
images/news/20170408-yak-gap.png,58432,600x300,False,PNG,None,43446,N/A,N/A,N/A,32040,N/A,N/A,26024,N/A,N/A,24318,N/A,N/A,25118,N/A,N/A,19598,N/A,N/A,18006,N/A,N/A,18332,N/A,N/A,12822,N/A,N/A,11634
images/news/20140405-d2k.png,75455,600x300,True,PNG,None,57492,57492,57832,57832,57832,54954,54954,54954,53310,53310,53310,43246,43246,43246,40324,40324,40324,37666,37666,37666,28144,28144,28144,23612,23612,23612,20978,20978,20978
images/news/20160821-sneakpeek-ai-capturing.png,83905,600x300,False,PNG,None,46738,N/A,N/A,N/A,48520,N/A,N/A,46994,N/A,N/A,45910,N/A,N/A,36384,N/A,N/A,34144,N/A,N/A,32242,N/A,N/A,23454,N/A,N/A,19940,N/A,N/A,17166
images/news/20150808-cnc-lobby.png,100201,600x300,False,PNG,None,94682,N/A,N/A,N/A,18212,N/A,N/A,14876,N/A,N/A,13952,N/A,N/A,15502,N/A,N/A,11684,N/A,N/A,11084,N/A,N/A,11990,N/A,N/A,7928,N/A,N/A,7188
images/news/20170401-french-bonus.gif,843462,319x245,True,GIF,None,23574,23574,15038,15038,15038,13232,13232,13232,12378,12378,12378,11102,11102,11102,9292,9292,9292,8156,8156,8156,6704,6704,6704,4684,4684,4684,3640,3640,3640
images/news/20190606-savegame-d2k.png,26666,1200x700,False,PNG,None,21168,N/A,N/A,N/A,9850,N/A,N/A,6744,N/A,N/A,6496,N/A,N/A,8894,N/A,N/A,5876,N/A,N/A,5748,N/A,N/A,8516,N/A,N/A,4972,N/A,N/A,4890
images/news/20170304-mpmodswitch.png,33051,600x300,False,PNG,None,23626,N/A,N/A,N/A,10736,N/A,N/A,8478,N/A,N/A,8164,N/A,N/A,9294,N/A,N/A,6992,N/A,N/A,6608,N/A,N/A,7890,N/A,N/A,5326,N/A,N/A,5030
images/news/20131209-d2k-soft-spice.png,44508,600x300,True,PNG,None,39526,39526,51970,51970,51970,50948,50948,50948,49148,49148,49148,36486,36486,36486,35200,35200,35200,33046,33046,33046,21816,21816,21816,19678,19678,19678,16918,16918,16918
images/news/20151129-d2k-production-decorations.png,19344,302x151,False,PNG,None,15558,N/A,N/A,N/A,15670,N/A,N/A,13696,N/A,N/A,12964,N/A,N/A,11794,N/A,N/A,10240,N/A,N/A,9358,N/A,N/A,7804,N/A,N/A,6472,N/A,N/A,5702
images/news/20160508-newspost-banner.png,108629,700x150,True,PNG,None,80988,80884,37586,37586,37510,33086,33086,33026,31784,31784,31724,29910,29910,29834,25798,25798,25738,23950,23950,23890,21894,21894,21818,17028,17028,16968,15630,15630,15570
images/news/20150118-ts-heightmaps.png,63491,600x300,True,PNG,None,53628,53628,60692,60692,60692,57872,57872,57872,56074,56074,56074,45554,45554,45554,44062,44062,44062,41630,41630,41630,30114,30114,30114,27178,27178,27178,24922,24922,24922
images/news/20170408-td-map-pool.png,50978,600x300,False,PNG,None,32940,N/A,N/A,N/A,33616,N/A,N/A,27724,N/A,N/A,26954,N/A,N/A,28002,N/A,N/A,22344,N/A,N/A,21664,N/A,N/A,21392,N/A,N/A,16318,N/A,N/A,15638
images/news/20151031-fixes.png,6523,600x300,True,PNG,None,5902,5902,14070,14070,14070,8668,8668,8668,8484,8484,8484,11456,11456,11456,7194,7194,7194,6968,6968,6968,8626,8626,8626,5196,5196,5196,4994,4994,4994
images/news/20221203-transient.png,1260305,800x700,True,PNG,Unknown,896068,896068,94174,94174,94174,90026,90026,90026,83954,83954,83954,65916,65916,65916,61016,61016,61016,58182,58182,58182,40220,40220,40220,37272,37272,37272,35218,35218,35218
images/news/20190106-missions.png,125650,600x300,False,PNG,None,116522,N/A,N/A,N/A,34702,N/A,N/A,30680,N/A,N/A,28954,N/A,N/A,28908,N/A,N/A,22976,N/A,N/A,20984,N/A,N/A,21550,N/A,N/A,15048,N/A,N/A,13482
images/news/20131130-cnc.png,66901,600x300,True,PNG,None,58760,58760,53968,53968,53968,52572,52572,52572,51704,51704,51704,40332,40332,40332,39194,39194,39194,37252,37252,37252,26740,26740,26740,23820,23820,23820,21144,21144,21144
images/news/20150628-carryall-repair.gif,889134,600x300,True,GIF,None,72492,72492,53738,53738,53738,51434,51434,51434,50376,50376,50376,40158,40158,40158,39214,39214,39214,36602,36602,36602,27206,27206,27206,23982,23982,23982,21360,21360,21360
images/news/20180923-techtooltips-lowdpi.png,309995,600x300,False,PNG,None,289216,N/A,N/A,N/A,27362,N/A,N/A,24180,N/A,N/A,22482,N/A,N/A,18748,N/A,N/A,15942,N/A,N/A,14068,N/A,N/A,11332,N/A,N/A,8378,N/A,N/A,7576
images/news/20170110-stats-last-launches.png,12302,599x300,False,PNG,None,8324,N/A,N/A,N/A,10726,N/A,N/A,7706,N/A,N/A,7616,N/A,N/A,9168,N/A,N/A,6358,N/A,N/A,6226,N/A,N/A,7150,N/A,N/A,4936,N/A,N/A,4764
images/news/20140405-beacons.png,61414,600x300,True,PNG,None,54688,54688,43462,43462,43462,37838,37838,37838,35242,35242,35242,32210,32210,32210,27102,27102,27102,24230,24230,24230,20992,20992,20992,16084,16084,16084,14008,14008,14008
images/news/20171014-dmg.png,128579,1200x700,False,PNG,None,109368,N/A,N/A,N/A,32618,N/A,N/A,23210,N/A,N/A,22268,N/A,N/A,26462,N/A,N/A,18386,N/A,N/A,17624,N/A,N/A,19842,N/A,N/A,13036,N/A,N/A,12434
images/news/20170110-stats-mod-popularity-per-language.png,15631,599x300,False,PNG,None,6426,N/A,N/A,N/A,18860,N/A,N/A,14124,N/A,N/A,13912,N/A,N/A,16710,N/A,N/A,12066,N/A,N/A,11836,N/A,N/A,13638,N/A,N/A,9630,N/A,N/A,9376
images/news/20170401-mammoth-hats.png,10618,239x211,False,PNG,None,8444,N/A,N/A,N/A,10746,N/A,N/A,9568,N/A,N/A,9078,N/A,N/A,7636,N/A,N/A,6762,N/A,N/A,6330,N/A,N/A,5342,N/A,N/A,4388,N/A,N/A,4190
images/news/20150329-cnc-refund-tooltip.png,98452,599x300,False,PNG,None,69030,N/A,N/A,N/A,50380,N/A,N/A,48122,N/A,N/A,46794,N/A,N/A,38056,N/A,N/A,36012,N/A,N/A,33256,N/A,N/A,24504,N/A,N/A,21598,N/A,N/A,18926
images/news/20150614-ra-mapeditor.png,43499,599x301,True,PNG,None,39682,39682,35164,35164,35164,31432,31432,31432,29838,29838,29838,26504,26504,26504,23012,23012,23012,20830,20830,20830,17776,17776,17776,13126,13126,13126,11190,11190,11190
images/news/20180610-hinds.png,68944,1200x600,True,PNG,None,55056,55056,102562,102562,102562,91252,91252,91252,85646,85646,85646,72394,72394,72394,64274,64274,64274,60596,60596,60596,49166,49166,49166,39108,39108,39108,37102,37102,37102
images/news/20140709-beacons.png,66304,600x300,True,PNG,None,56950,56950,47728,47728,47728,41558,41558,41558,39926,39926,39926,37946,37946,37946,31968,31968,31968,29948,29948,29948,28250,28250,28250,21312,21312,21312,19314,19314,19314
images/news/20150919-ra-spy.png,33414,600x300,True,PNG,None,31196,31196,31796,31796,31796,24516,24516,24516,23418,23418,23418,24366,24366,24366,18766,18766,18766,17898,17898,17898,18304,18304,18304,13316,13316,13316,12404,12404,12404
images/news/20170408-ragl-III.png,194122,705x285,False,PNG,None,154262,N/A,N/A,N/A,19032,N/A,N/A,13752,N/A,N/A,13372,N/A,N/A,15626,N/A,N/A,10564,N/A,N/A,10152,N/A,N/A,11044,N/A,N/A,7378,N/A,N/A,7068
images/news/20170110-stats-avg-match-length.png,5584,599x300,False,PNG,None,3612,N/A,N/A,N/A,8972,N/A,N/A,6256,N/A,N/A,6202,N/A,N/A,7892,N/A,N/A,5380,N/A,N/A,5258,N/A,N/A,6276,N/A,N/A,4298,N/A,N/A,4176
images/news/20191021-ragl.gif,859475,600x300,True,GIF,None,53590,53590,45768,45768,45768,45892,45892,45892,44282,44282,44282,33374,33374,33374,33012,33012,33012,30438,30438,30438,20518,20518,20518,18894,18894,18894,16342,16342,16342
images/news/20180923-colorpicker-lowdpi.png,126108,600x300,False,PNG,None,111562,N/A,N/A,N/A,22018,N/A,N/A,17268,N/A,N/A,16298,N/A,N/A,19204,N/A,N/A,13396,N/A,N/A,12634,N/A,N/A,14264,N/A,N/A,9676,N/A,N/A,9028
images/news/20161015-td-burningtrees.png,23186,599x300,True,PNG,None,21836,21836,42890,42890,42890,38950,38950,38950,37112,37112,37112,31098,31098,31098,27960,27960,27960,26122,26122,26122,20454,20454,20454,17572,17572,17572,16102,16102,16102
images/news/20161223-new-logo-launchers.png,135045,700x300,False,PNG,None,109800,N/A,N/A,N/A,23124,N/A,N/A,18744,N/A,N/A,18292,N/A,N/A,20174,N/A,N/A,15434,N/A,N/A,15006,N/A,N/A,15760,N/A,N/A,11450,N/A,N/A,11014
images/news/20180610-pifps.png,32416,600x300,True,PNG,None,29188,29188,50558,50558,50558,45826,45826,45826,43774,43774,43774,38762,38762,38762,34304,34304,34304,32696,32696,32696,28790,28790,28790,24024,24024,24024,22798,22798,22798
images/news/20150524-ts-ingame-editor.png,123857,600x300,False,PNG,None,84570,N/A,N/A,N/A,50342,N/A,N/A,44916,N/A,N/A,43702,N/A,N/A,38736,N/A,N/A,34536,N/A,N/A,32544,N/A,N/A,26616,N/A,N/A,21344,N/A,N/A,19704
images/news/20131211-cnc-shroud.png,78030,600x300,True,PNG,None,71006,71006,34558,34558,34558,30640,30640,30640,28320,28320,28320,23010,23010,23010,20784,20784,20784,17616,17616,17616,12650,12650,12650,9946,9946,9946,7990,7990,7990
images/news/20170110-stats-top-ten-mp-maps.png,32001,599x300,False,PNG,None,29294,N/A,N/A,N/A,16760,N/A,N/A,11282,N/A,N/A,11028,N/A,N/A,14806,N/A,N/A,9300,N/A,N/A,9006,N/A,N/A,11110,N/A,N/A,6790,N/A,N/A,6536
images/news/20150424-ra-refund-tooltip.png,80007,599x300,False,PNG,None,57132,N/A,N/A,N/A,48428,N/A,N/A,49208,N/A,N/A,47652,N/A,N/A,36160,N/A,N/A,36102,N/A,N/A,33600,N/A,N/A,22624,N/A,N/A,21920,N/A,N/A,19046
images/news/20140405-potm-banner.jpg,19958,600x224,False,JPG,None,118020,N/A,N/A,N/A,12032,N/A,N/A,9192,N/A,N/A,8832,N/A,N/A,8726,N/A,N/A,6648,N/A,N/A,6352,N/A,N/A,5692,N/A,N/A,4328,N/A,N/A,4090
images/appdata/cnc.png,94640,296x196,True,PNG,Unknown,29118,29118,22990,22990,22990,21238,21238,21238,20664,20664,20664,18528,18528,18528,16758,16758,16758,15806,15806,15806,13240,13240,13240,11638,11638,11638,10476,10476,10476
images/appdata/ra.png,68187,296x196,True,PNG,None,21356,21356,19418,19418,19418,17530,17530,17530,17014,17014,17014,15120,15120,15120,12902,12902,12902,11842,11842,11842,10330,10330,10330,7950,7950,7950,7028,7028,7028
images/appdata/d2k.png,113401,296x196,True,PNG,None,24434,24434,21148,21148,21148,18796,18796,18796,17928,17928,17928,15792,15792,15792,13932,13932,13932,12760,12760,12760,10652,10652,10652,8626,8626,8626,7692,7692,7692
images/icons/ts_32x32.png,3396,32x32,True,PNG,None,1460,992,1682,1670,812,1452,1380,728,1446,1374,724,1602,1590,738,1334,1262,616,1324,1252,606,1460,1448,602,1198,1126,488,1186,1114,478
images/news/20140927-sidebars.png,39461,600x350,True,PNG,None,36752,36752,38412,38412,38412,31586,31586,31586,29934,29934,29934,30432,30432,30432,24368,24368,24368,22944,22944,22944,23102,23102,23102,17098,17098,17098,16002,16002,16002
images/appdata/modchooser.png,215102,960x540,False,PNG,Unknown,128488,N/A,N/A,N/A,54338,N/A,N/A,43420,N/A,N/A,41326,N/A,N/A,44254,N/A,N/A,34058,N/A,N/A,31804,N/A,N/A,32984,N/A,N/A,23422,N/A,N/A,21972
images/icons/ra_32x32.png,1588,32x32,True,PNG,None,1350,1118,834,834,422,674,674,398,662,662,386,762,762,354,604,604,332,590,590,320,694,694,276,526,526,254,520,520,246
images/appdata/ingame-ra.png,56776,624x351,True,PNG,None,44876,44876,49760,49760,49760,42384,42384,42384,40662,40662,40662,39414,39414,39414,32654,32654,32654,30766,30766,30766,28728,28728,28728,21994,21994,21994,20348,20348,20348
images/icons/ra_64x64.png,3361,64x64,True,PNG,None,2604,1734,1862,1854,974,1446,1432,830,1420,1406,806,1732,1724,846,1288,1274,674,1260,1246,644,1550,1542,660,1108,1094,494,1088,1074,480
images/icons/d2k_32x32.png,2105,32x32,True,PNG,None,1590,1286,710,710,306,594,594,314,586,586,302,726,726,330,524,524,252,526,526,248,666,666,264,480,480,200,476,476,194
images/icons/cnc_32x32.png,2569,32x32,True,PNG,None,1708,1424,932,932,568,738,738,488,724,724,474,872,872,508,654,654,404,640,640,390,726,726,362,534,534,284,512,512,262
images/icons/d2k_64x64.png,7532,64x64,True,PNG,None,5830,5024,2600,2558,1368,2246,1872,1162,1958,1840,1128,2346,2304,1140,2010,1636,952,1728,1610,918,2124,2082,904,1788,1414,702,1508,1390,668
images/appdata/ingame-cnc.png,98080,624x351,True,PNG,None,84054,84054,68434,68434,68434,65624,65624,65624,63522,63522,63522,52170,52170,52170,48854,48854,48854,45714,45714,45714,35436,35436,35436,30512,30512,30512,27036,27036,27036
images/news/20190606-map-previews.gif,533250,1200x700,True,GIF,None,209212,209212,200314,200314,200314,183380,183380,183380,174634,174634,174634,153322,153322,153322,136820,136820,136820,125942,125942,125942,106938,106938,106938,87194,87194,87194,77014,77014,77014
images/icons/ts_64x64.png,5694,64x64,True,PNG,None,3892,2608,4112,4120,1936,3772,3470,1750,3712,3454,1730,3946,3954,1760,3484,3182,1466,3428,3170,1460,3590,3598,1422,3134,2832,1130,3072,2814,1098
images/icons/linux-mirrors/flatpak.png,5244,48x48,True,PNG,None,2466,1872,1416,1384,656,1150,1032,504,1074,1024,494,1344,1312,580,1076,958,428,994,944,416,1234,1202,478,978,860,336,900,850,326
images/icons/cnc_64x64.png,7547,64x64,True,PNG,None,4562,4036,2172,2156,1444,1722,1704,1212,1706,1688,1196,1978,1962,1250,1502,1484,992,1468,1450,958,1670,1654,942,1256,1238,746,1198,1180,688
images/news/20231010-darktournament.png,785069,800x700,True,PNG,None,419522,419522,30738,30738,30738,23778,23778,23778,23108,23108,23108,25230,25230,25230,18360,18360,18360,17706,17706,17706,18404,18404,18404,12830,12830,12830,12244,12244,12244
_site/images/bg-disallowed.png,593,17x17,True,PNG,Unknown,740,656,788,788,682,782,782,680,738,782,680,788,788,682,782,782,680,738,782,680,788,788,682,782,782,680,738,782,680
images/appdata/ingame-d2k.png,103761,624x351,True,PNG,None,88810,88810,68202,68202,68202,64684,64684,64684,62552,62552,62552,50446,50446,50446,48050,48050,48050,44734,44734,44734,33696,33696,33696,28088,28088,28088,24946,24946,24946
images/appdata/multiplayer.png,97192,880x495,True,PNG,None,80764,80764,58234,58234,58234,50332,50332,50332,47742,47742,47742,47990,47990,47990,39088,39088,39088,36674,36674,36674,36606,36606,36606,26482,26482,26482,24188,24188,24188
images/icons/chocolatey/ra_128x128.png,8208,128x128,True,PNG,None,5396,3932,3642,3862,2150,2904,2874,1784,2848,2818,1728,3498,3718,2006,2572,2542,1452,2508,2478,1388,3006,3226,1514,2146,2116,1026,2092,2062,972
_site/images/social.png,1464333,1200x630,False,PNG,None,1262874,N/A,N/A,N/A,175314,N/A,N/A,152490,N/A,N/A,143120,N/A,N/A,128884,N/A,N/A,107686,N/A,N/A,99410,N/A,N/A,85312,N/A,N/A,64884,N/A,N/A,58932
