Relative Path,Original Size,Scale,Has Alpha,File Type,ICC Profile,Lossless Size,Lossless No Alpha Size,lossy_q75_m0_a100,lossy_q75_m0_a80,lossy_q75_m0_no_alpha,lossy_q75_m4_a100,lossy_q75_m4_a80,lossy_q75_m4_no_alpha,lossy_q75_m6_a100,lossy_q75_m6_a80,lossy_q75_m6_no_alpha,lossy_q50_m0_a100,lossy_q50_m0_a80,lossy_q50_m0_no_alpha,lossy_q50_m4_a100,lossy_q50_m4_a80,lossy_q50_m4_no_alpha,lossy_q50_m6_a100,lossy_q50_m6_a80,lossy_q50_m6_no_alpha,lossy_q25_m0_a100,lossy_q25_m0_a80,lossy_q25_m0_no_alpha,lossy_q25_m4_a100,lossy_q25_m4_a80,lossy_q25_m4_no_alpha,lossy_q25_m6_a100,lossy_q25_m6_a80,lossy_q25_m6_no_alpha
images/news/20161223-new-logo.png,150772,512x512,True,PNG,None,129736,112242,51972,54658,38566,42022,39698,30414,40860,38840,29466,46202,48888,32882,36000,33676,24458,34782,32762,23490,38474,41160,25142,28876,26552,17406,27912,25892,16600
_site/images/social.jpg,98618,1200x630,False,JPG,None,764270,N/A,N/A,N/A,137538,N/A,N/A,118930,N/A,N/A,116708,N/A,N/A,109046,N/A,N/A,91746,N/A,N/A,88704,N/A,N/A,77390,N/A,N/A,61698,N/A,N/A,59184
_site/images/bg-texture.jpg,148940,1280x1280,False,JPG,Unknown,637174,N/A,N/A,N/A,14878,N/A,N/A,16482,N/A,N/A,14576,N/A,N/A,7980,N/A,N/A,7750,N/A,N/A,7544,N/A,N/A,5610,N/A,N/A,6078,N/A,N/A,6072
_site/images/heroes/red-alert.png,51556,624x351,True,PNG,None,44876,44876,49760,49760,49760,42384,42384,42384,40662,40662,40662,39414,39414,39414,32654,32654,32654,30766,30766,30766,28728,28728,28728,21994,21994,21994,20348,20348,20348
_site/images/about/fractured-realms.jpg,73445,624x351,False,JPG,None,287752,N/A,N/A,N/A,41996,N/A,N/A,38932,N/A,N/A,36394,N/A,N/A,29984,N/A,N/A,27428,N/A,N/A,24870,N/A,N/A,20416,N/A,N/A,16932,N/A,N/A,15470
_site/images/about/tiberian-sun.jpg,94759,624x351,False,JPG,None,363356,N/A,N/A,N/A,60206,N/A,N/A,56566,N/A,N/A,54120,N/A,N/A,44860,N/A,N/A,41090,N/A,N/A,38384,N/A,N/A,30100,N/A,N/A,25560,N/A,N/A,23208
_site/images/heroes/command-and-conquer.png,93374,624x351,True,PNG,None,84054,84054,68434,68434,68434,65624,65624,65624,63522,63522,63522,52170,52170,52170,48854,48854,48854,45714,45714,45714,35436,35436,35436,30512,30512,30512,27036,27036,27036
_site/images/about/red-alert.png,51556,624x351,True,PNG,None,44876,44876,49760,49760,49760,42384,42384,42384,40662,40662,40662,39414,39414,39414,32654,32654,32654,30766,30766,30766,28728,28728,28728,21994,21994,21994,20348,20348,20348
_site/images/heroes/dune-2000.png,98083,624x351,True,PNG,None,88810,88810,68202,68202,68202,64684,64684,64684,62552,62552,62552,50446,50446,50446,48050,48050,48050,44734,44734,44734,33696,33696,33696,28088,28088,28088,24946,24946,24946
_site/images/news/20150524-ra-map-chooser.png,34180,600x300,False,PNG,None,23036,N/A,N/A,N/A,29064,N/A,N/A,22900,N/A,N/A,22414,N/A,N/A,23812,N/A,N/A,18570,N/A,N/A,17896,N/A,N/A,18202,N/A,N/A,13562,N/A,N/A,12868
_site/images/news/20130514-ra-shellmap.png,402317,620x349,False,PNG,None,354958,N/A,N/A,N/A,36002,N/A,N/A,31402,N/A,N/A,28432,N/A,N/A,23978,N/A,N/A,20548,N/A,N/A,17958,N/A,N/A,15230,N/A,N/A,11768,N/A,N/A,10710
_site/images/news/20210321-spotlight-soon.jpg,91388,1200x674,False,JPG,Unknown,211626,N/A,N/A,N/A,24906,N/A,N/A,19476,N/A,N/A,18976,N/A,N/A,20758,N/A,N/A,15652,N/A,N/A,15214,N/A,N/A,15902,N/A,N/A,12044,N/A,N/A,11644
_site/images/about/dune-2000.png,98083,624x351,True,PNG,None,88810,88810,68202,68202,68202,64684,64684,64684,62552,62552,62552,50446,50446,50446,48050,48050,48050,44734,44734,44734,33696,33696,33696,28088,28088,28088,24946,24946,24946
_site/images/news/20241116-eva.webp,197562,951x645,False,WEBP,Unknown,194536,N/A,N/A,N/A,71128,N/A,N/A,62152,N/A,N/A,60016,N/A,N/A,60480,N/A,N/A,50160,N/A,N/A,48662,N/A,N/A,46944,N/A,N/A,35462,N/A,N/A,33750
_site/images/news/20150424-cnc-server-browser.png,69033,600x300,False,PNG,None,42756,N/A,N/A,N/A,16274,N/A,N/A,13158,N/A,N/A,12772,N/A,N/A,13762,N/A,N/A,10710,N/A,N/A,10366,N/A,N/A,10958,N/A,N/A,7916,N/A,N/A,7618
_site/images/about/command-and-conquer.png,93374,624x351,True,PNG,None,84054,84054,68434,68434,68434,65624,65624,65624,63522,63522,63522,52170,52170,52170,48854,48854,48854,45714,45714,45714,35436,35436,35436,30512,30512,30512,27036,27036,27036
_site/images/news/20150808-d2k-range-circles.png,97939,599x299,False,PNG,None,67158,N/A,N/A,N/A,52074,N/A,N/A,48126,N/A,N/A,45384,N/A,N/A,39312,N/A,N/A,35164,N/A,N/A,32346,N/A,N/A,26634,N/A,N/A,21948,N/A,N/A,19906
_site/images/news/20160904-cnc-contentinstall.png,11845,600x350,True,PNG,None,11020,11020,23302,23302,23302,19026,19026,19026,18630,18630,18630,20380,20380,20380,15872,15872,15872,15548,15548,15548,16456,16456,16456,12214,12214,12214,11838,11838,11838
_site/images/news/20151031-scrolling.png,67650,600x300,True,PNG,None,57610,57610,49702,49702,49702,47042,47042,47042,45390,45390,45390,37724,37724,37724,35426,35426,35426,32888,32888,32888,25606,25606,25606,21692,21692,21692,19342,19342,19342
_site/images/news/20160403-d2k-adv-settings.png,37494,600x300,False,PNG,None,22160,N/A,N/A,N/A,25928,N/A,N/A,21156,N/A,N/A,20510,N/A,N/A,23316,N/A,N/A,17658,N/A,N/A,17066,N/A,N/A,18994,N/A,N/A,13590,N/A,N/A,12628
_site/images/news/20151031-d2k.png,83193,600x300,True,PNG,None,75286,75286,61958,61958,61958,58122,58122,58122,55888,55888,55888,46418,46418,46418,42588,42588,42588,39944,39944,39944,31596,31596,31596,27100,27100,27100,24232,24232,24232
_site/images/news/20140927-aircraft.png,64686,600x300,True,PNG,None,64452,64452,53826,53826,53826,51324,51324,51324,49776,49776,49776,40504,40504,40504,38064,38064,38064,35518,35518,35518,26392,26392,26392,22434,22434,22434,19840,19840,19840
_site/images/news/20200629-selection.png,248584,600x300,False,PNG,None,245352,N/A,N/A,N/A,39614,N/A,N/A,35454,N/A,N/A,33546,N/A,N/A,28816,N/A,N/A,25674,N/A,N/A,23914,N/A,N/A,18478,N/A,N/A,15416,N/A,N/A,14334
_site/images/news/20140608-ra.png,41309,600x300,True,PNG,None,36352,36352,31008,31008,31008,26056,26056,26056,24636,24636,24636,24028,24028,24028,19552,19552,19552,18186,18186,18186,17692,17692,17692,12890,12890,12890,11644,11644,11644
_site/images/news/20150628-editor.png,37587,600x300,True,PNG,None,37692,37692,38722,38722,38722,34228,34228,34228,32124,32124,32124,29976,29976,29976,24392,24392,24392,22130,22130,22130,20104,20104,20104,14384,14384,14384,12280,12280,12280
_site/images/news/20150118-cnc-colored-game-servers-heading.png,64952,600x300,False,PNG,None,39484,N/A,N/A,N/A,16728,N/A,N/A,13190,N/A,N/A,12948,N/A,N/A,13684,N/A,N/A,10876,N/A,N/A,10586,N/A,N/A,10842,N/A,N/A,7888,N/A,N/A,7492
_site/images/news/20140709-techlevels.png,39869,600x300,True,PNG,None,39834,39834,17582,17582,17582,14414,14414,14414,13956,13956,13956,15526,15526,15526,11806,11806,11806,11368,11368,11368,12828,12828,12828,8858,8858,8858,8308,8308,8308
_site/images/news/20160403-ra-team-colors.png,37336,600x300,False,PNG,None,28776,N/A,N/A,N/A,35086,N/A,N/A,28198,N/A,N/A,27178,N/A,N/A,28008,N/A,N/A,22020,N/A,N/A,21086,N/A,N/A,21004,N/A,N/A,15864,N/A,N/A,15012
_site/images/news/20170401-chrono-speed-up.png,35160,347x221,False,PNG,None,25726,N/A,N/A,N/A,17876,N/A,N/A,15938,N/A,N/A,15144,N/A,N/A,14468,N/A,N/A,12086,N/A,N/A,10978,N/A,N/A,10360,N/A,N/A,7498,N/A,N/A,6584
_site/images/news/20171014-commandbar.png,207816,1200x600,False,PNG,None,151220,N/A,N/A,N/A,135108,N/A,N/A,122008,N/A,N/A,116444,N/A,N/A,102586,N/A,N/A,86836,N/A,N/A,82800,N/A,N/A,74670,N/A,N/A,56880,N/A,N/A,54698
_site/images/news/20140602-beacon-clock.png,81037,600x350,True,PNG,None,73650,73650,58940,58940,58940,56656,56656,56656,54922,54922,54922,43604,43604,43604,41316,41316,41316,38740,38740,38740,26898,26898,26898,24518,24518,24518,21560,21560,21560
_site/images/news/20170923-assaultmove.gif,29590,600x300,True,GIF,None,14896,14896,20442,20442,20442,16112,16112,16112,15362,15362,15362,15042,15042,15042,12004,12004,12004,11586,11586,11586,11110,11110,11110,8244,8244,8244,7820,7820,7820
_site/images/news/20160403-cnc-restart-dialog.png,63097,600x301,False,PNG,None,53854,N/A,N/A,N/A,27634,N/A,N/A,24776,N/A,N/A,23042,N/A,N/A,21744,N/A,N/A,18116,N/A,N/A,17126,N/A,N/A,15640,N/A,N/A,12010,N/A,N/A,11252
_site/images/news/20130915-lobby.png,43521,800x600,True,PNG,None,39136,39136,48798,48798,48798,39102,39102,39102,37450,37450,37450,39028,39028,39028,30780,30780,30780,29170,29170,29170,29048,29048,29048,22120,22120,22120,20352,20352,20352
_site/images/news/20151031-modders.png,12917,600x300,True,PNG,None,11844,11844,22038,22038,22038,16376,16376,16376,15712,15712,15712,15368,15368,15368,12798,12798,12798,11892,11892,11892,11022,11022,11022,8354,8354,8354,7960,7960,7960
images/news/20170812-ragl-IV.png,125681,574x285,True,PNG,None,108260,88884,44724,43404,20130,30724,27256,14348,28868,26688,13772,40718,39398,16268,27330,23862,10936,25494,23314,10448,36328,35008,11856,23920,20452,7594,22252,20072,7218
_site/images/news/20150614-web-server-browser.png,40484,600x300,False,PNG,None,24556,N/A,N/A,N/A,22062,N/A,N/A,18896,N/A,N/A,18554,N/A,N/A,18878,N/A,N/A,15456,N/A,N/A,15178,N/A,N/A,14196,N/A,N/A,11472,N/A,N/A,11272
_site/images/news/20141012-missions.png,69990,660x460,True,PNG,None,68844,68844,47830,47830,47830,41440,41440,41440,39258,39258,39258,39752,39752,39752,32588,32588,32588,30648,30648,30648,30348,30348,30348,22478,22478,22478,20496,20496,20496
_site/images/news/20160821-sneakpeek-score-screen.png,49884,600x300,False,PNG,None,50486,N/A,N/A,N/A,18916,N/A,N/A,15562,N/A,N/A,14410,N/A,N/A,15042,N/A,N/A,11582,N/A,N/A,11100,N/A,N/A,12004,N/A,N/A,8348,N/A,N/A,7888
_site/images/news/20151114-copypaste.png,60084,600x300,False,PNG,None,41866,N/A,N/A,N/A,40870,N/A,N/A,36666,N/A,N/A,34964,N/A,N/A,31298,N/A,N/A,26574,N/A,N/A,24808,N/A,N/A,21606,N/A,N/A,16308,N/A,N/A,14036
_site/images/news/20131223-d2k-battle.png,60416,600x300,True,PNG,None,53466,53466,46024,46024,46024,42386,42386,42386,39918,39918,39918,32578,32578,32578,29046,29046,29046,26894,26894,26894,20306,20306,20306,16184,16184,16184,13562,13562,13562
images/news/20180317-ragl-V.png,124606,574x285,True,PNG,None,107266,88084,44484,43160,20070,30442,26996,14172,28594,26460,13638,40462,39138,16190,27124,23678,10810,25256,23122,10296,36088,34764,11800,23744,20298,7572,22042,19908,7156
_site/images/news/20161001-ra-lobby-mission-briefing.png,22876,600x300,False,PNG,None,13710,N/A,N/A,N/A,24726,N/A,N/A,21286,N/A,N/A,20766,N/A,N/A,20486,N/A,N/A,17374,N/A,N/A,16790,N/A,N/A,15610,N/A,N/A,12846,N/A,N/A,12284
_site/images/news/20140608-mapdownloadspawns.png,107506,600x300,False,PNG,None,98760,N/A,N/A,N/A,20586,N/A,N/A,16354,N/A,N/A,15602,N/A,N/A,17394,N/A,N/A,12930,N/A,N/A,12158,N/A,N/A,13492,N/A,N/A,9440,N/A,N/A,8810
images/news/20190209-ragl-banner.png,141609,700x230,True,PNG,None,113524,95374,37002,35396,17616,27518,22960,13672,25476,22366,13052,33624,32018,14432,24430,19872,10536,22406,19296,10006,29740,28134,10530,21080,16522,7230,19132,16022,6750
_site/images/news/20150424-cnc-mission-difficulty.png,81919,600x300,False,PNG,None,77310,N/A,N/A,N/A,19766,N/A,N/A,17012,N/A,N/A,16668,N/A,N/A,17948,N/A,N/A,14390,N/A,N/A,14022,N/A,N/A,14816,N/A,N/A,11380,N/A,N/A,11028
_site/images/news/20180703-mdc2018.jpg,459617,1200x400,False,JPG,None,975852,N/A,N/A,N/A,133766,N/A,N/A,122708,N/A,N/A,117588,N/A,N/A,100570,N/A,N/A,90954,N/A,N/A,84420,N/A,N/A,70552,N/A,N/A,55860,N/A,N/A,49322
images/community/resource-sites.png,233728,720x460,True,PNG,None,173250,165520,34614,31810,25908,25200,23478,20268,23920,22100,19330,29026,26222,20380,20364,18642,15398,19230,17410,14614,23610,20806,14900,15702,13980,10752,14720,12900,10112
_site/images/news/20201213-christmas-static.png,150862,933x333,True,PNG,None,139178,139178,39612,39612,39612,31236,31236,31236,28864,28864,28864,28796,28796,28796,22622,22622,22622,20766,20766,20766,20210,20210,20210,14428,14428,14428,13296,13296,13296
_site/images/news/20150808-ra-infiltrate-production-bonus.png,111329,600x301,False,PNG,None,83456,N/A,N/A,N/A,46352,N/A,N/A,40466,N/A,N/A,38332,N/A,N/A,34314,N/A,N/A,30220,N/A,N/A,27254,N/A,N/A,23982,N/A,N/A,18266,N/A,N/A,15984
_site/images/news/20170722-ra-commandbar.png,70047,600x300,True,PNG,None,68794,68794,70092,70092,70092,66112,66112,66112,64778,64778,64778,56890,56890,56890,52104,52104,52104,49830,49830,49830,42020,42020,42020,35902,35902,35902,32764,32764,32764
images/community/social-media-sites.png,132915,720x460,True,PNG,None,85794,78150,35222,32824,26052,26288,24290,20596,25074,23576,19894,30850,28452,21714,22108,20110,16444,20854,19356,15702,26070,23672,16934,17582,15584,11900,16266,14768,11094
_site/images/news/20170902-agenda-civ-tech.png,58419,600x400,False,PNG,None,43936,N/A,N/A,N/A,25938,N/A,N/A,19674,N/A,N/A,17626,N/A,N/A,18716,N/A,N/A,13438,N/A,N/A,11686,N/A,N/A,12182,N/A,N/A,7946,N/A,N/A,6936
images/community/help-the-devs-sites.png,134046,720x460,True,PNG,None,91958,83882,41296,39520,33286,32538,30566,27110,31296,29724,26346,35262,33486,27244,27078,25106,21652,25670,24098,20722,28454,26678,20436,21076,19104,15642,19568,17996,14614
images/community/discussion-sites.png,137282,720x460,True,PNG,None,89638,81148,30178,27900,21730,22070,20120,16814,20902,19310,16098,25738,23460,17286,18302,16352,13050,17048,15456,12246,21194,18916,12746,14506,12556,9270,13440,11848,8656
_site/images/news/20151031-ra.png,46557,600x300,True,PNG,None,43004,43004,46264,46264,46264,38612,38612,38612,36750,36750,36750,36380,36380,36380,29008,29008,29008,27002,27002,27002,27060,27060,27060,18622,18622,18622,16810,16810,16810
_site/images/news/20130915-explosions.png,32162,340x225,True,PNG,None,30732,30732,26130,26130,26130,23208,23208,23208,22446,22446,22446,20222,20222,20222,17776,17776,17776,16384,16384,16384,13160,13160,13160,10992,10992,10992,9676,9676,9676
images/community/gaming-community-sites.png,299598,720x460,True,PNG,None,213594,199424,49560,46592,39998,38494,36250,32656,36668,34752,31228,41266,38298,31704,30960,28716,25130,29256,27340,23824,33538,30570,23964,23442,21198,17602,21844,19928,16404
_site/images/news/20140722-capturetech.png,98787,600x300,True,PNG,None,90824,90824,58018,58018,58018,54206,54206,54206,52646,52646,52646,44218,44218,44218,42024,42024,42024,39378,39378,39378,31784,31784,31784,27008,27008,27008,24408,24408,24408
_site/images/news/20160403-web-resource-center-map-upgrade.png,36649,599x300,False,PNG,None,27146,N/A,N/A,N/A,25438,N/A,N/A,20430,N/A,N/A,18930,N/A,N/A,21186,N/A,N/A,14994,N/A,N/A,14684,N/A,N/A,15110,N/A,N/A,10710,N/A,N/A,10464
_site/images/news/20140405-ra.png,41693,600x300,True,PNG,None,46020,46020,42928,42928,42928,42936,42936,42936,40864,40864,40864,30470,30470,30470,30396,30396,30396,27814,27814,27814,17080,17080,17080,16324,16324,16324,13788,13788,13788
_site/images/news/20140204-players.png,15940,881x313,True,PNG,None,7180,6594,46456,46312,37424,40238,40120,35402,37386,37538,31476,34430,34286,25276,26860,26742,21656,22942,23094,18128,25014,24870,16162,19064,18946,13646,17114,17266,11992
_site/images/news/20221203-slope.png,917889,800x529,True,PNG,Unknown,566336,566336,68804,68804,68804,61082,61082,61082,58968,58968,58968,51214,51214,51214,44838,44838,44838,42884,42884,42884,34612,34612,34612,30288,30288,30288,29012,29012,29012
_site/images/news/20150614-d2k-building-upgrades.png,67320,600x300,True,PNG,None,61068,61068,47586,47586,47586,42824,42824,42824,41076,41076,41076,36514,36514,36514,31848,31848,31848,29734,29734,29734,25648,25648,25648,19884,19884,19884,17784,17784,17784
_site/images/news/20141029-missions.png,43865,600x330,True,PNG,None,41828,41828,42646,42646,42646,37760,37760,37760,36220,36220,36220,31294,31294,31294,26312,26312,26312,24172,24172,24172,19022,19022,19022,14310,14310,14310,11520,11520,11520
_site/images/news/20150118-d2k-sandworm-carryall.png,72329,600x300,True,PNG,None,65196,65196,54510,54510,54510,52288,52288,52288,50058,50058,50058,40318,40318,40318,38338,38338,38338,34920,34920,34920,25784,25784,25784,22210,22210,22210,19448,19448,19448
_site/images/news/20170401-user-tib-bucks.png,17598,434x196,True,PNG,None,17170,17170,15694,15694,15694,13220,13220,13220,12520,12520,12520,13132,13132,13132,10476,10476,10476,9872,9872,9872,10104,10104,10104,7272,7272,7272,6554,6554,6554
_site/images/news/20190106-editor-2x.png,133017,1200x600,False,PNG,None,85382,N/A,N/A,N/A,141280,N/A,N/A,126518,N/A,N/A,121408,N/A,N/A,100152,N/A,N/A,90024,N/A,N/A,85954,N/A,N/A,69502,N/A,N/A,58758,N/A,N/A,55706
_site/images/news/20131102-qtnk.png,32490,600x250,True,PNG,None,30304,30304,24476,24476,24476,19940,19940,19940,18890,18890,18890,19664,19664,19664,15480,15480,15480,14460,14460,14460,14732,14732,14732,10774,10774,10774,10004,10004,10004
_site/images/news/20131102-a10-strike.png,58816,600x270,True,PNG,None,49374,49374,49036,49036,49036,46644,46644,46644,45608,45608,45608,36840,36840,36840,35114,35114,35114,32974,32974,32974,24218,24218,24218,21250,21250,21250,18686,18686,18686
_site/images/news/20170421-td-hidpi.gif,82096,600x300,True,GIF,None,27274,27274,25934,25934,25934,20350,20350,20350,19598,19598,19598,22472,22472,22472,16212,16212,16212,15702,15702,15702,18244,18244,18244,12008,12008,12008,11556,11556,11556
_site/images/news/20140722-musicdownload.png,12685,600x300,False,PNG,None,7722,N/A,N/A,N/A,13054,N/A,N/A,7352,N/A,N/A,7140,N/A,N/A,10324,N/A,N/A,5900,N/A,N/A,5430,N/A,N/A,7688,N/A,N/A,4134,N/A,N/A,3704
_site/images/news/20150531-ra-editor.png,49668,600x300,False,PNG,None,34140,N/A,N/A,N/A,41830,N/A,N/A,34286,N/A,N/A,32848,N/A,N/A,33248,N/A,N/A,26258,N/A,N/A,24556,N/A,N/A,24472,N/A,N/A,17706,N/A,N/A,16084
_site/images/news/20190209-opportunityfire.gif,677045,600x300,True,GIF,None,41040,41040,22708,22708,22708,17580,17580,17580,16264,16264,16264,17950,17950,17950,13362,13362,13362,12314,12314,12314,13202,13202,13202,8888,8888,8888,8026,8026,8026
_site/images/news/20151031-gamespeed.png,17826,600x380,True,PNG,None,16302,16302,31470,31470,31470,22418,22418,22418,21616,21616,21616,25522,25522,25522,17954,17954,17954,17316,17316,17316,19302,19302,19302,13670,13670,13670,13012,13012,13012
_site/images/news/20180102-mapoptions.png,62963,1200x600,False,PNG,None,34712,N/A,N/A,N/A,44998,N/A,N/A,36034,N/A,N/A,35224,N/A,N/A,38552,N/A,N/A,28146,N/A,N/A,27312,N/A,N/A,29014,N/A,N/A,20726,N/A,N/A,19808
_site/images/news/20190606-directional-powers.gif,546926,590x350,True,GIF,None,20202,20202,17292,17292,17292,15894,15894,15894,15400,15400,15400,10786,10786,10786,9670,9670,9670,9256,9256,9256,5548,5548,5548,4848,4848,4848,4398,4398,4398
_site/images/news/20151031-installer.png,7961,600x300,True,PNG,None,7444,7444,10820,10820,10820,7560,7560,7560,7182,7182,7182,11320,11320,11320,6106,6106,6106,5846,5846,5846,8574,8574,8574,4506,4506,4506,4358,4358,4358
_site/images/news/20190606-td-sidebar.gif,545519,1200x700,True,GIF,None,172172,172172,162752,162752,162752,151598,151598,151598,142716,142716,142716,117358,117358,117358,104866,104866,104866,96298,96298,96298,75830,75830,75830,63922,63922,63922,59118,59118,59118
_site/images/news/20150919-d2k-repairs.png,81473,600x300,True,PNG,None,66088,66088,54020,54020,54020,51330,51330,51330,49172,49172,49172,39138,39138,39138,36556,36556,36556,33594,33594,33594,25782,25782,25782,21192,21192,21192,18282,18282,18282
_site/images/news/20180610-download.png,49814,1200x701,True,PNG,None,40734,40734,86472,86472,86472,70808,70808,70808,69622,69622,69622,75462,75462,75462,57568,57568,57568,56538,56538,56538,61180,61180,61180,42550,42550,42550,41254,41254,41254
_site/images/news/20130809-website-promo-2.png,67354,578x338,False,PNG,None,53924,N/A,N/A,N/A,35034,N/A,N/A,28676,N/A,N/A,28232,N/A,N/A,30418,N/A,N/A,23532,N/A,N/A,23130,N/A,N/A,24414,N/A,N/A,17338,N/A,N/A,16900
_site/images/news/20201213-discord.png,100716,1200x600,False,PNG,Unknown,49614,N/A,N/A,N/A,18444,N/A,N/A,12890,N/A,N/A,12470,N/A,N/A,16446,N/A,N/A,10850,N/A,N/A,10404,N/A,N/A,13412,N/A,N/A,8344,N/A,N/A,7962
_site/images/news/20131102-haos-ridges-cnc.png,5991,217x269,True,PNG,None,5886,5886,9792,9792,9792,7450,7450,7450,7342,7342,7342,8378,8378,8378,6100,6100,6100,5944,5944,5944,6708,6708,6708,4640,4640,4640,4476,4476,4476
_site/images/news/20150329-ra-randomcountries-dropdown.png,17511,600x300,False,PNG,None,9414,N/A,N/A,N/A,17910,N/A,N/A,13156,N/A,N/A,12712,N/A,N/A,15432,N/A,N/A,10918,N/A,N/A,10428,N/A,N/A,12138,N/A,N/A,8252,N/A,N/A,7790
images/bg-logos.png,106370,2400x558,True,PNG,None,91310,90462,262108,262108,113348,178422,178422,92304,168550,170968,89696,239814,239814,92156,158352,158352,73514,148298,150716,70498,209692,209692,63022,130584,130584,47176,119306,121724,43012
_site/images/news/20170902-ragl-iv-gnrl.jpg,351197,672x533,False,JPG,None,542418,N/A,N/A,N/A,94338,N/A,N/A,87410,N/A,N/A,85040,N/A,N/A,74802,N/A,N/A,64940,N/A,N/A,61180,N/A,N/A,49964,N/A,N/A,39564,N/A,N/A,34388
_site/images/news/20170304-tibsun.png,75193,600x300,True,PNG,None,70286,70286,35044,35044,35044,31344,31344,31344,28884,28884,28884,24604,24604,24604,21136,21136,21136,19068,19068,19068,15084,15084,15084,11878,11878,11878,10344,10344,10344
_site/images/news/20150628-ts-shroud.png,157490,600x300,False,PNG,None,212524,N/A,N/A,N/A,39058,N/A,N/A,32922,N/A,N/A,30808,N/A,N/A,27974,N/A,N/A,23784,N/A,N/A,22008,N/A,N/A,18874,N/A,N/A,14134,N/A,N/A,12642
_site/images/news/20150405-d2k-blendmodes.png,99770,600x300,False,PNG,None,61390,N/A,N/A,N/A,50890,N/A,N/A,49814,N/A,N/A,48012,N/A,N/A,36754,N/A,N/A,35634,N/A,N/A,33140,N/A,N/A,22110,N/A,N/A,20586,N/A,N/A,17862
_site/images/news/20180825-badges.png,73515,1200x600,False,PNG,None,39586,N/A,N/A,N/A,61614,N/A,N/A,50230,N/A,N/A,48998,N/A,N/A,55180,N/A,N/A,40568,N/A,N/A,39642,N/A,N/A,44874,N/A,N/A,31102,N/A,N/A,29682
_site/images/news/20140602-openra-resources.png,127123,600x350,False,PNG,None,109664,N/A,N/A,N/A,36402,N/A,N/A,28876,N/A,N/A,26992,N/A,N/A,29068,N/A,N/A,21626,N/A,N/A,20150,N/A,N/A,20170,N/A,N/A,14428,N/A,N/A,13470
_site/images/news/20180923-techtooltips.png,177184,1200x600,False,PNG,None,117390,N/A,N/A,N/A,114232,N/A,N/A,102272,N/A,N/A,96550,N/A,N/A,79586,N/A,N/A,68962,N/A,N/A,63828,N/A,N/A,49416,N/A,N/A,39502,N/A,N/A,34246
_site/images/news/20160904-ts-teaser.png,81923,600x300,True,PNG,None,76932,76932,47430,47430,47430,44662,44662,44662,42078,42078,42078,33982,33982,33982,32186,32186,32186,29332,29332,29332,21688,21688,21688,18882,18882,18882,16866,16866,16866
_site/images/news/20180729-profiles.png,53700,1200x600,True,PNG,None,33174,33174,77266,77266,77266,64894,64894,64894,61080,61080,61080,62074,62074,62074,48034,48034,48034,45334,45334,45334,46948,46948,46948,32850,32850,32850,30488,30488,30488
_site/images/news/20131102-settings.png,54789,600x351,False,PNG,None,48864,N/A,N/A,N/A,23878,N/A,N/A,19718,N/A,N/A,18746,N/A,N/A,20196,N/A,N/A,15516,N/A,N/A,14916,N/A,N/A,16290,N/A,N/A,11600,N/A,N/A,10904
_site/images/news/20150919-returntomap.png,33022,600x300,True,PNG,None,33962,33962,23352,23352,23352,19860,19860,19860,18632,18632,18632,19406,19406,19406,15044,15044,15044,13928,13928,13928,14416,14416,14416,10202,10202,10202,9342,9342,9342
_site/images/news/20150405-ra-random-ingame.png,77630,600x300,False,PNG,None,54286,N/A,N/A,N/A,21582,N/A,N/A,17014,N/A,N/A,15976,N/A,N/A,16684,N/A,N/A,12574,N/A,N/A,11636,N/A,N/A,11956,N/A,N/A,8460,N/A,N/A,7794
_site/images/news/20150524-d2k-building-upgrades.png,118555,548x302,False,PNG,None,83754,N/A,N/A,N/A,43830,N/A,N/A,38346,N/A,N/A,36942,N/A,N/A,33980,N/A,N/A,29002,N/A,N/A,27292,N/A,N/A,23946,N/A,N/A,17696,N/A,N/A,15912
_site/images/news/20241116-vortex.webp,1604378,1578x1132,False,WEBP,Unknown,1601878,N/A,N/A,N/A,152708,N/A,N/A,129740,N/A,N/A,125912,N/A,N/A,110028,N/A,N/A,95180,N/A,N/A,93716,N/A,N/A,77286,N/A,N/A,65176,N/A,N/A,65028
_site/images/news/20180729-shatteredparadise.png,172052,600x300,False,PNG,None,126520,N/A,N/A,N/A,58048,N/A,N/A,55388,N/A,N/A,53224,N/A,N/A,43834,N/A,N/A,41458,N/A,N/A,38864,N/A,N/A,30074,N/A,N/A,26798,N/A,N/A,24106
_site/images/news/20160821-ragls2-banner.png,211411,640x240,False,PNG,None,173520,N/A,N/A,N/A,33342,N/A,N/A,27878,N/A,N/A,26764,N/A,N/A,28540,N/A,N/A,21928,N/A,N/A,20970,N/A,N/A,21588,N/A,N/A,15602,N/A,N/A,14748
_site/images/news/20131211-d2k-shroud.png,63033,600x300,True,PNG,None,57942,57942,24436,24436,24436,21702,21702,21702,19650,19650,19650,15246,15246,15246,12598,12598,12598,10420,10420,10420,7648,7648,7648,5662,5662,5662,4442,4442,4442
_site/images/news/20140608-modchooser.png,62128,600x300,False,PNG,None,68648,N/A,N/A,N/A,27586,N/A,N/A,19092,N/A,N/A,18370,N/A,N/A,23360,N/A,N/A,15000,N/A,N/A,13990,N/A,N/A,15022,N/A,N/A,10010,N/A,N/A,9286
